level_0	hhid14	pid14	panel	tk01	tk02	tk03	tk04	tk01a	tk01b	tk01c	tk01d	tk25a9x	age	marstat	sex	link	hhsize	nonfood	food	total	kabid	nmkab2014	pce	sc05	sc21x	ar02b_14	hhid07	pid07	dl06	dl05a	dl07a	dl30	dl42	index	dl2type	dl16j	dl10	dl16c2	dl16e	dl11d	dl11e	dl11f	sw00	sw01	sw03b	kk01	kk02a	kk02c	nonfood07	food07	total07	pce07	change
2949	1981600	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		20.0	1:Not ye	3:Female	198160005	3	775771.92	613592.28	1389364.2	3402	BANTUL	1342069.6	1:Urban	96:SAME	3:Childr	1981600	5	61:Unive	7.0	1:Yes	1:Yes	3:No	12854	4	45	61			6:Still			3:Somewh	3.0	3:More t	3:Somewh	5.0	2:Somewh	330735.15	322259.12	652994.26	644475.67	736369.94
2950	1990300	5	3:New	1:Workin				1:Yes	3:No	1:Yes	1:Yes		19.0	1:Not ye	1:Male	199030005	6	714764.43	664014.38	1378778.8	3402	BANTUL	1328870.1	1:Urban	1:Distan	3:Childr	1990300	5	6:Senior	7.0	3:No	3:No		12860	3	15	6	4.0	24.998			2013.0	2:Very s	2.0	2:Adequa	1:Very h	0.0	3:About	1290871.6	410114.42	1700986	1155794.8	-322207.2
2951	1990300	6	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		17.0	1:Not ye	3:Female	199030006	6	714764.43	664014.38	1378778.8	3402	BANTUL	1328870.1	1:Urban	1:Distan	3:Childr	1990300	6	5:Senior	7.0	1:Yes	1:Yes	3:No	12863	3	15	5			6:Still			4:Not ve	3.0	3:More t	3:Somewh	2.0	3:About	1290871.6	410114.42	1700986	1155794.8	-322207.2
2952	1990300	7	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	199030007	6	714764.43	664014.38	1378778.8	3402	BANTUL	1328870.1	1:Urban	1:Distan	3:Childr	1990300	7	3:Junior	7.0	1:Yes	1:Yes	3:No	12865	2	15	3			6:Still			3:Somewh	3.0	2:Adequa	2:Somewh	2.0	2:Somewh	1290871.6	410114.42	1700986	1155794.8	-322207.2
2953	1990431	6	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	199043106	3	1803464.1	1224342.2	3027806.3	3402	BANTUL	2088048.4	1:Urban	96:SAME	3:Childr	1990431	6	6:Senior	7.0	1:Yes	1:Yes	1:Yes	12870	3	25	6			6:Still			4:Not ve	3.0	2:Adequa	3:Somewh	3.0	3:About	235961.33	157641.18	393602.51	284393.91	2634203.8
2954	1990500	4	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		22.0	1:Not ye	1:Male	199050004	3	202558.18	323294.54	525852.72	3402	BANTUL	523000.78	1:Urban	96:SAME	3:Childr	1990500	4	6:Senior	6.0	3:No	3:No		12872	3	60	6	4.0	32.9			2011.0	3:Somewh	4.0	2:Adequa	2:Somewh	1.0	3:About	65047.598	153169.99	218217.59	218217.6	307635.13
2955	1990600	14	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		19.0	1:Not ye	3:Female	199060014	8	1207524.1	466682.35	1674206.4	3402	BANTUL		1:Urban	96:SAME	17:Non-r	1990600		6:Senior	7.0	1:Yes	1:Yes	3:No	12876	3	10	6			6:Still			3:Somewh	1:Poores	1:Less a	3:Somewh	7.0	4:Somewh	3781589.9	336055.75	4117645.6	1966695.8	-2443439.2
2956	1990600	15	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		17.0	1:Not ye	3:Female	199060015	8	1207524.1	466682.35	1674206.4	3402	BANTUL		1:Urban	96:SAME	15:Serva	1990600		6:Senior	5.0	3:No	1:Yes	1:Yes	12879	3	30	6	4.0	33.998			2014.0	3:Somewh	3.0	2:Adequa	2:Somewh	2.0	2:Somewh	3781589.9	336055.75	4117645.6	1966695.8	-2443439.2
2957	1991100	3	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No	3:Not re	23.0	1:Not ye	3:Female	199110003	4	209563.23	221523.5	431086.73	3402	BANTUL	402816.99	1:Urban	96:SAME	3:Childr	1991100	3	6:Senior	7.0	3:No	3:No		12880	3	20	6	4.0	33.35			2009.0	3:Somewh	2.0	1:Less a	2:Somewh	0.0	3:About	331693.51	3407461.3	3739154.9	2612568.2	-3308068.1
2958	1991100	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		17.0	1:Not ye	3:Female	199110004	4	209563.23	221523.5	431086.73	3402	BANTUL	402816.99	1:Urban	96:SAME	3:Childr	1991100	4	6:Senior	6.0	1:Yes	1:Yes	3:No	12883	3	25	6			6:Still			2:Very s	3.0	2:Adequa	2:Somewh	0.0	1:Much b	331693.51	3407461.3	3739154.9	2612568.2	-3308068.1
2959	1991200	9	1:Panel	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		24.0	2:Marrie	3:Female	199120009	6	55505.647	127908.96	183414.61	3402	BANTUL	181988.64	1:Urban	96:SAME	3:Childr	1991243	6	3:Junior	6.0	3:No															2:Somewh	0.0	2:Somewh	350331.52	163805.84	514137.35	484748.12	-330722.74
2960	1991200	10	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No	1:Receiv	22.0	1:Not ye	1:Male	199120010	6	55505.647	127908.96	183414.61	3402	BANTUL	181988.64	1:Urban	96:SAME	3:Childr	1991200	10	2:Elemen	6.0	3:No												3:Somewh	3.0	2:Adequa	3:Somewh	7.0	3:About	127140.3	198781.82	325922.12	320810.96	-142507.51
2961	1991200	11	3:New	1:Workin				1:Yes	3:No	3:No	3:No		20.0	1:Not ye	1:Male	199120011	6	55505.647	127908.96	183414.61	3402	BANTUL	181988.64	1:Urban	96:SAME	3:Childr	1991200	11	6:Senior	7.0	3:No	3:No		12886	3	45	6	4.0	27.32			2013.0	3:Somewh	4.0	3:More t	2:Somewh	4.0	3:About	127140.3	198781.82	325922.12	320810.96	-142507.51
2962	1991700	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		20.0	1:Not ye	3:Female	199170004	3	815235.46	654374.86	1469610.3	3402	BANTUL	1461054.5	1:Urban	96:SAME	3:Childr	1991700	4	61:Unive	6.0	1:Yes	1:Yes	3:No	12890	4	30	61			6:Still			3:Somewh	4.0	2:Adequa	2:Somewh	0.0	2:Somewh	580756.45	337578.42	918334.87	901297.68	551275.44
2963	1991811	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		19.0	1:Not ye	1:Male	199181103	5	1855435.8	1062942	2918377.8	3402	BANTUL	2488877.5	1:Urban	96:SAME	3:Childr	1991811	3	61:Unive	6.0	1:Yes	1:Yes	3:No	12895	4	45	61			6:Still			3:Somewh	3.0	1:Less a	3:Somewh	2.0	4:Somewh	492354.54	342081.94	834436.48	817548.32	2083941.3
2964	1991811	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	199181104	5	1855435.8	1062942	2918377.8	3402	BANTUL	2488877.5	1:Urban	96:SAME	3:Childr	1991811	4	5:Senior	6.0	1:Yes	1:Yes	3:No	12898	3	15	5			6:Still			1:Comple	4.0	3:More t	2:Somewh	0.0	2:Somewh	492354.54	342081.94	834436.48	817548.32	2083941.3
2965	1991812	3	1:Panel	3:Attend	3:No	3:No	3:No	1:Yes	3:No	1:Yes	3:No		22.0	1:Not ye	3:Female	199180009	4	1378604.1	369267.62	1747871.8	3402	BANTUL	1717213.5	1:Urban	96:SAME	3:Childr	1991812	3	61:Unive	6.0	3:No	1:Yes	3:No	12901	4	60	61					2014.0	2:Very s	4.0	3:More t	2:Somewh	14.0	3:About	748839.35	448504.98	1197344.3	1166996.8	550527.44
2966	1991812	5	3:New	3:Attend	3:No	3:No	1:Yes	3:No	1:Yes	1:Yes	3:No		15.0	1:Not ye	3:Female	199181205	4	1378604.1	369267.62	1747871.8	3402	BANTUL	1717213.5	1:Urban	96:SAME	3:Childr	1991812	5	5:Senior	6.0	1:Yes	1:Yes	3:No	12904	3	15	5			6:Still			2:Very s	5.0	3:More t	2:Somewh	3.0	2:Somewh	748839.35	448504.98	1197344.3	1166996.8	550527.44
2967	2000541	3	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No	3:Not re	23.0	1:Not ye	1:Male	200050007	2	1057174	305869.27	1363043.3	3402	BANTUL	1127046.2	1:Urban	96:SAME	3:Childr	2000541	3	5:Senior	7.0	3:No	3:No		12924	3	20	5	6.0	48.2			2012.0	4:Not ve	3.0	2:Adequa	2:Somewh	0.0	3:About	1443230.5	242709.48	1685940	1685940	-322896.73
2968	2000700	5	3:New	1:Workin				1:Yes	3:No	3:No	3:No		21.0	1:Not ye	1:Male	200070005	6	560772.21	468690.58	1029462.8	3402	BANTUL	961016.53	1:Urban	96:SAME	3:Childr	2000700	5	3:Junior	7.0	3:No	3:No		12926	2	30	3	4.0	32			2010.0	4:Not ve	4.0	2:Adequa	2:Somewh	0.0	1:Much b	91255.642	83056.478	174312.12	174312.13	855150.67
2969	2000700	6	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	200070006	6	560772.21	468690.58	1029462.8	3402	BANTUL	961016.53	1:Urban	96:SAME	3:Childr	2000700	6	3:Junior	7.0	1:Yes	1:Yes	1:Yes	12928	2	30	3			6:Still			3:Somewh	3.0	2:Adequa	2:Somewh	2.0	2:Somewh	91255.642	83056.478	174312.12	174312.13	855150.67
2970	2000911	3	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	1:Yes		18.0	1:Not ye	3:Female	200091103	3	589731.14	502367.1	1092098.2	3402	BANTUL	916229.36	1:Urban	96:SAME	3:Childr	2000911	3	5:Senior	7.0	3:No	1:Yes	1:Yes	12939	3	20	5	6.0	28.95			2014.0	2:Very s	3.0	3:More t	2:Somewh	7.0	1:Much b	273603.66	487449.26	761052.92	750830.56	331045.32
2971	2000931	3	3:New	1:Workin				1:Yes	3:No	3:No	3:No		18.0	1:Not ye	3:Female	200090007	4	425924.74	282790.04	708714.78	3402	BANTUL	631534.48	1:Urban	96:SAME	3:Childr	2000931	3	6:Senior	6.0	3:No	1:Yes	1:Yes	12942	3	30	6	4.0	26.8			2014.0	2:Very s	4.0	3:More t	2:Somewh	5.0	2:Somewh	180658.49	167663.35	348321.84	346277.39	360392.94
2972	2001151	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	200113103	4	2223584.1	527207.39	2750791.5	3402	BANTUL	2167928.6	1:Urban	12:Move	3:Childr	2001131	3	6:Senior	6.0	1:Yes	1:Yes	3:No	12945	3	20	6			6:Still			3:Somewh	4.0	1:Less a	2:Somewh	0.0	2:Somewh	177648.58	131229.24	308877.82	308877.84	2441913.7
2973	2001400	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		17.0	1:Not ye	3:Female	200140004	4	518872.64	345493.24	864365.88	3402	BANTUL	809466.28	1:Urban	96:SAME	3:Childr	2001400	4	5:Senior	6.0	1:Yes	1:Yes	1:Yes	12954	3	15	5			6:Still			2:Very s	3.0	2:Adequa	2:Somewh	0.0	3:About	310205.3	211129.58	521334.88	500890.22	343031
2974	2001700	6	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No		24.0	2:Marrie	1:Male	200170006	3	156009.96	302161.76	458171.73	3402	BANTUL	432504.38	1:Urban	96:SAME	3:Childr	2001700	6	3:Junior	6.0	3:No												3:Somewh	3.0	2:Adequa	2:Somewh	3.0	3:About	174610.27	179332.79	353943.07	248844.66	104228.66
2975	2001900	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		16.0	1:Not ye	3:Female	200190004	5	182979.7	210215.61	393195.3	3402	BANTUL	372661.44	1:Urban	96:SAME	3:Childr	2001900	4	74:Islam	6.0	1:Yes	1:Yes	1:Yes	12964	3	30	74			6:Still			4:Not ve	2.0	2:Adequa	2:Somewh	4.0	3:About	90707.259	288690.5	379397.76	356503.96	13797.541
2976	2002031	3	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No	2:Less t	22.0	1:Not ye	1:Male	200200006	3	609492.61	527547.25	1137039.9	3402	BANTUL	1131336	1:Urban	96:SAME	4:Childr	2002031	3	6:Senior	7.0	3:No	3:No		12967	3	30	6	5.0	35.6			2010.0	2:Very s	3.0	2:Adequa	2:Somewh	0.0	3:About	320353.1	221622.38	541975.47	510642.97	595064.38
2977	2010500	5	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		17.0	1:Not ye	1:Male	201050005	2	315815.37	244695.42	560510.79	3402	BANTUL	526287.65	2:Rural	96:SAME	3:Childr	2010500	5	2:Elemen	8.0	3:No	3:No		12972	1	5	2			3:No	V	2008.0	3:Somewh	3.0	2:Adequa	2:Somewh	1.0	2:Somewh	209131.95	200627.53	409759.48	320058.52	150751.3
2978	2010800	5	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No		23.0	1:Not ye	1:Male	201080005	3	378536.39	346033.92	724570.31	3402	BANTUL	596708.86	2:Rural	96:SAME	3:Childr	2010800	5	6:Senior	7.0	3:No	3:No		12974	3	30	6	5.0				2010.0	4:Not ve	3.0	2:Adequa	3:Somewh	0.0	1:Much b	440566.71	240586.93	681153.63	513975.85	43416.676
2979	2010900	10	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		17.0	1:Not ye	3:Female	201090010	6	236020.8	110916.23	346937.03	3402	BANTUL	285620.59	2:Rural	96:SAME	3:Childr	2010900	10	74:Islam	6.0	1:Yes	1:Yes	1:Yes	12980	3	10	74			6:Still			3:Somewh	4.0	2:Adequa	3:Somewh	0.0	2:Somewh	65951.813	97360.647	163312.46	158627.22	183624.57
2980	2010900	11	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		15.0	1:Not ye	3:Female	201090011	6	236020.8	110916.23	346937.03	3402	BANTUL	285620.59	2:Rural	96:SAME	3:Childr	2010900	11	73:Islam	6.0	1:Yes	1:Yes	1:Yes	12982	2	10	73			6:Still			4:Not ve	3.0	2:Adequa	3:Somewh	0.0	3:About	65951.813	97360.647	163312.46	158627.22	183624.57
2981	2010911	6	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		21.0	1:Not ye	3:Female	201090007	4	610098.68	321533.48	931632.16	3402	BANTUL	910242.66	2:Rural	14:Move	3:Childr	2010942	4	60:Colle	7.0	3:No	3:No		12986	4	30	60					2013.0	3:Somewh	3.0	2:Adequa	2:Somewh	0.0	2:Somewh	605327.33	252906.98	858234.31	835340.53	73397.851
2982	2010911	7	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		19.0	1:Not ye	3:Female	201091107	4	610098.68	321533.48	931632.16	3402	BANTUL	910242.66	2:Rural	14:Move	3:Childr	2010911	7	60:Colle	7.0	1:Yes	1:Yes	3:No	12990	4	30	60			6:Still			3:Somewh	3.0	2:Adequa	2:Somewh	0.0	3:About	313417.12	484645.47	798062.6	723895.14	133569.57
2983	2011141	3	3:New	4:Housek	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		19.0	1:Not ye	3:Female	201114103	4	738524.56	330431.5	1068956.1	3402	BANTUL	855524.9	2:Rural	96:SAME	3:Childr	2011141	3	60:Colle	7.0	1:Yes	1:Yes	1:Yes	12994	4	20	60			6:Still			3:Somewh	3.0	3:More t	2:Somewh	0.0	3:About	355790.53	316029.9	671820.43	618579.1	397135.63
2984	2011231	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	201123103	4	193332.19	232182.58	425514.77	3402	BANTUL	386578.84	1:Urban	96:SAME	3:Childr	2011231	3	3:Junior	7.0	1:Yes	1:Yes	1:Yes	12997	2	20	3			6:Still			2:Very s	3.0	1:Less a	2:Somewh	0.0	2:Somewh	227851.61	252630.12	480481.73	459717.61	-54966.956
2985	2011300	5	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No		22.0	1:Not ye	3:Female	201130005	3	510304.97	459730.78	970035.75	3402	BANTUL	864989.73	2:Rural	96:SAME	3:Childr	2011300	5	61:Unive	6.0	3:No	1:Yes	3:No	13001	4	20	61					2014.0	3:Somewh	4.0	2:Adequa	2:Somewh	0.0	2:Somewh	1043572.7	264119.6	1307692.3	1159468.4	-337656.56
2986	2011411	3	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		20.0	1:Not ye	3:Female	201141103	5	154930.98	778131.41	933062.39	3402	BANTUL	818985.28	2:Rural	96:SAME	3:Childr	2011411	3	3:Junior	7.0	3:No	3:No		13003	2	15	3	4.0	25.2			2010.0	3:Somewh	2.0	2:Adequa	2:Somewh	0.0	3:About	95280.688	188593.57	283874.25	268114.84	649188.14
2987	2011411	4	3:New	1:Workin				1:Yes	3:No	3:No	3:No		16.0	1:Not ye	1:Male	201141104	5	154930.98	778131.41	933062.39	3402	BANTUL	818985.28	2:Rural	96:SAME	3:Childr	2011411	4	2:Elemen	6.0	3:No	3:No		13004	1	5	2	3.0	18.35			2011.0	3:Somewh	1:Poores	1:Less a	1:Very h	0.0	1:Much b	95280.688	188593.57	283874.25	268114.84	649188.14
2988	2011731	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		17.0	1:Not ye	1:Male	201173103	5	593799.89	209103.36	802903.25	3402	BANTUL	802903.24	2:Rural	96:SAME	3:Childr	2011731	3	6:Senior	7.0	1:Yes	1:Yes	1:Yes	13014	3	20	6			6:Still			3:Somewh	4.0	3:More t	2:Somewh	0.0	2:Somewh	376043.53	342954.06	718997.59	715803.09	83905.664
2989	2012000	6	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		22.0	1:Not ye	1:Male	201200006	2	158246.35	237280.4	395526.75	3402	BANTUL	386970.99	2:Rural	96:SAME	3:Childr	2012000	6	3:Junior	7.0	3:No	3:No		13017	2	30	3	3.0				2011.0	3:Somewh	1:Poores	2:Adequa	2:Somewh	0.0	2:Somewh	263995.37	131229.22	395224.59	327430.66	302.15821
2990	2012031	3	3:New	1:Workin				1:Yes	3:No	3:No	3:No		18.0	1:Not ye	1:Male	201203103	4	372479.61	238670.72	611150.32	3402	BANTUL	530725.96	1:Urban	96:SAME	3:Childr	2012031	3	73:Islam	6.0	3:No	3:No		13019	2	30	73	4.0	27.2			2012.0	2:Very s	3.0	2:Adequa	2:Somewh	0.0	2:Somewh	188421.08	405038.77	593459.85	456310.18	17690.471
2991	2012031	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	201203104	4	372479.61	238670.72	611150.32	3402	BANTUL	530725.96	1:Urban	96:SAME	3:Childr	2012031	4	3:Junior	6.0	1:Yes	1:Yes	1:Yes	13021	2	20	3			6:Still			2:Very s	4.0	2:Adequa	2:Somewh	1.0	1:Much b	188421.08	405038.77	593459.85	456310.18	17690.471
2992	2012331	3	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		19.0	1:Not ye	3:Female	201233103	3	238492.47	152007.76	390500.23	3402	BANTUL	333461.67	2:Rural	96:SAME	3:Childr	2012331	3	5:Senior	6.0	3:No	1:Yes	1:Yes	13033	3	15	5	6.0				2014.0	4:Not ve	2.0	2:Adequa	2:Somewh	28.0	4:Somewh	453367.68	239756.37	693124.05	676086.84	-302623.82
2993	2012400	7	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No	3:Not re	23.0	1:Not ye	1:Male	201240007	6	165708.9	59938.018	225646.91	3402	BANTUL	197127.65	2:Rural	96:SAME	3:Childr	2012400	7	6:Senior	6.0	3:No	3:No		13035	3	10	6	4.0	27.31			2011.0	3:Somewh	3.0	2:Adequa	2:Somewh	0.0	2:Somewh	59330.81	285472.04	344802.85	344802.86	-119155.94
2994	2012400	8	3:New	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		19.0	1:Not ye	3:Female	201240008	6	165708.9	59938.018	225646.91	3402	BANTUL	197127.65	2:Rural	96:SAME	3:Childr	2012400	8	5:Senior	6.0	3:No	1:Yes	1:Yes	13038	3	15	5	6.0	32.15			2014.0	4:Not ve	4.0	2:Adequa	3:Somewh	7.0	2:Somewh	59330.81	285472.04	344802.85	344802.86	-119155.94
2995	2012400	9	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	3:Female	201240009	6	165708.9	59938.018	225646.91	3402	BANTUL	197127.65	2:Rural	96:SAME	3:Childr	2012400	9	3:Junior	8.0	1:Yes	1:Yes	1:Yes	13040	2	15	3			6:Still			2:Very s	3.0	2:Adequa	2:Somewh	0.0	3:About	59330.81	285472.04	344802.85	344802.86	-119155.94
2996	2012500	3	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No	1:Receiv	23.0	1:Not ye	3:Female	201250003	4	838645.04	213645.05	1052290.1	3402	BANTUL	503650.43	2:Rural	96:SAME	3:Childr	2012500	3	61:Unive	7.0	3:No	1:Yes	1:Yes	13042	4	45	61					2014.0	2:Very s	4.0	2:Adequa	2:Somewh	3.0	2:Somewh	157780.69	161960.12	319740.81	308240.7	732549.28
2997	2012500	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	3:Female	201250004	4	838645.04	213645.05	1052290.1	3402	BANTUL	503650.43	2:Rural	96:SAME	3:Childr	2012500	4	5:Senior	7.0	1:Yes	1:Yes	1:Yes	13045	3	15	5			6:Still			2:Very s	4.0	2:Adequa	2:Somewh	0.0	2:Somewh	157780.69	161960.12	319740.81	308240.7	732549.28
2998	2012831	3	3:New	1:Workin				1:Yes	3:No	3:No	1:Yes	1:Receiv	19.0	1:Not ye	3:Female	201280005	5	408695.54	103736.03	512431.56	3402	BANTUL	477524.01	2:Rural	96:SAME	3:Childr	2012831	3	6:Senior	6.0	3:No	1:Yes	1:Yes	13048	3	20	6	4.0	32.3			2014.0	1:Comple	4.0	3:More t	2:Somewh	0.0	1:Much b	87490.418	72203.768	159694.19	153134.85	352737.38
2999	2012831	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	201283104	5	408695.54	103736.03	512431.56	3402	BANTUL	477524.01	2:Rural	96:SAME	3:Childr	2012831	4	73:Islam	7.0	1:Yes	1:Yes	1:Yes	13050	2	20	73			6:Still			2:Very s	3.0	3:More t	1:Very h	0.0	2:Somewh	87490.418	72203.768	159694.19	153134.85	352737.38
3000	2012900	4	1:Panel	1:Workin				1:Yes	1:Yes	3:No	3:No	3:Not re	24.0	1:Not ye	3:Female	201290004	3	552751.16	1373013.1	1925764.3	3402	BANTUL	954445.16	2:Rural	96:SAME	3:Childr	2012900	4	61:Unive	6.0	1:Yes	1:Yes	3:No	13052	4	30	61			6:Still			2:Very s	4.0	2:Adequa	2:Somewh	4.0	2:Somewh	269587.49	205910.85	475498.33	449942.5	1450266
3001	2013000	5	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No	3:Not re	23.0	1:Not ye	1:Male	201300005	3	210947.6	329535.52	540483.12	3402	BANTUL	528124.79	2:Rural	96:SAME	3:Childr	2013000	5	61:Unive	6.0	3:No	1:Yes	3:No	13054	4	30	61			3:No	B	2014.0	3:Somewh	4.0	2:Adequa	2:Somewh	2.0	3:About	280603.11	223283.51	503886.63	459021.97	36596.497
3002	2020100	4	3:New	95:Other	3:No	3:No	3:No	3:No	3:No	3:No	3:No		21.0	1:Not ye	1:Male	202010004	4	799965.76	403654.75	1203620.5	3402	BANTUL		1:Urban	96:SAME	3:Childr	2020100	4	61:Unive	5.0	1:Yes	1:Yes	3:No	13059	4	20	61			6:Still			3:Somewh	4.0	3:More t	1:Very h	2.0	3:About	535991.15	188261.36	724252.5	631229.24	479368
3003	2020300	6	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	202030006	3	1126440.2	341708.49	1468148.7	3402	BANTUL	1365479.4	1:Urban	96:SAME	3:Childr	2020300	6	6:Senior	6.0	1:Yes	1:Yes	1:Yes	13063	3	30	6			6:Still			2:Very s	3.0	3:More t	1:Very h	4.0	2:Somewh	305434.88	187541.53	492976.41	398419.81	975172.31
3004	2020400	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		20.0	1:Not ye	1:Male	202040005	3	820071.85	877195.99	1697267.8	3402	BANTUL	1672313.5	1:Urban	96:SAME	3:Childr	2020400	5	6:Senior	7.0	1:Yes	1:Yes	3:No	13068	3	25	6			6:Still			2:Very s	4.0	2:Adequa	2:Somewh	1.0	2:Somewh	387596.9	356773.73	744370.63	697518.21	952897.21
3005	2020500	6	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No	3:Not re	22.0	1:Not ye	3:Female	202050006	2	530601.18	399020.36	929621.55	3402	BANTUL	663679.25	1:Urban	96:SAME	3:Childr	2020500	6	5:Senior	7.0	3:No	3:No		13070	3	10	5	7.0				2011.0	3:Somewh	3.0	2:Adequa	2:Somewh	5.0	3:About	289047.19	211240.34	500287.53	432883.98	429334.02
3006	2020900	10	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		18.0	1:Not ye	3:Female	202090010	4	624750.45	256744.81	881495.26	3402	BANTUL	860105.77	1:Urban	96:SAME	10:Grand	2020900	10	5:Senior	7.0	1:Yes	1:Yes	1:Yes	13075	3	15	5			6:Still			3:Somewh	4.0	3:More t	2:Somewh	7.0	1:Much b	370898.29	307364.33	678262.62	514705.23	203232.64
3007	2021041	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	202100007	3	449939.15	215035.36	664974.51	3402	BANTUL	650714.84	1:Urban	96:SAME	3:Childr	2021041	4	6:Senior	6.0	1:Yes	1:Yes	1:Yes	13079	3	30	6			6:Still			4:Not ve	4.0	2:Adequa	1:Very h	0.0	2:Somewh	287774.73	176633.42	464408.14	327045.55	200566.37
3008	2021200	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		17.0	1:Not ye	1:Male	202120004	3	607127.92	3804395.8	4411523.7	3402	BANTUL		1:Urban	96:SAME	3:Childr	2021200	4	6:Senior	6.0	1:Yes	1:Yes	3:No	13082	3	20	6			6:Still			3:Somewh	4.0	3:More t	1:Very h	0.0	2:Somewh	498913.87	358582.48	857496.35	768894.31	3554027.4
3010	2021353	2	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	202133203	2	1374308.4	761892.55	2136201	3402	BANTUL	1474553.7	1:Urban	1:Distan	13:Nephe	2021300	6	6:Senior	7.0	1:Yes	1:Yes	3:No	13091	3	15	6			6:Still			4:Not ve	4.0	3:More t	2:Somewh	2.0	1:Much b	173549	151439.65	324988.64	309371.19	1811212.3
3011	2021500	7	3:New	3:Attend	3:No	3:No	3:No	3:No	3:No	1:Yes	3:No		17.0	1:Not ye	1:Male	202150007	3	473087.31	109865.77	582953.08	3402	BANTUL	580101.17	1:Urban	96:SAME	10:Grand	2021500	7	6:Senior	6.0	1:Yes	1:Yes	1:Yes	13094	3	40	6			6:Still			3:Somewh	3.0	1:Less a	2:Somewh	7.0	2:Somewh	147691.46	170127.36	317818.82	317179.91	265134.26
